"exchange","asset","ohlc","order_book_update","order_book","ticker","trade"
"binance","linkdown_usdt",true,true,true,true,true
"binance","link_eth",true,true,true,true,true
"binance","link_eur",true,true,true,true,true
"binance","link_gbp",true,true,true,true,true
"binance","link_try",true,true,true,true,true
"binance","link_tusd",true,true,true,true,true
"binance","linkup_usdt",true,true,true,true,true
"binance","link_usdc",true,true,true,true,true
"binance","link_usdt",true,true,true,true,true
"binance","lit_btc",true,true,true,true,
"binance","lit_busd",true,true,true,true,
"binance","lit_usdt",true,true,true,true,
"binance","loom_btc",true,true,true,true,true
"binance","loom_eth",true,true,true,true,true
"binance","lrc_btc",true,true,true,true,true
"binance","lrc_busd",true,true,true,true,true
"binance","lrc_eth",true,true,true,true,true
"binance","lrc_usdt",true,true,true,true,true
"binance","lsk_btc",true,true,true,true,true
"binance","lsk_eth",true,true,true,true,true
"binance","lsk_usdt",true,true,true,true,true
"binance","ltc_bnb",true,true,true,true,true
"binance","ltc_brl",true,true,true,true,
"binance","ltc_btc",true,true,true,true,true
"binance","ltc_busd",true,true,true,true,true
"binance","ltcdown_usdt",true,true,true,true,true
"binance","ltc_eth",true,true,true,true,true
"binance","ltc_eur",true,true,true,true,true
"binance","ltc_gbp",true,true,true,true,true
"binance","ltc_pax",true,true,true,true,true
"binance","ltc_rub",true,true,true,true,true
"binance","ltc_tusd",true,true,true,true,true
"binance","ltcup_usdt",true,true,true,true,true
"binance","ltc_usdc",true,true,true,true,true
"binance","ltc_usdt",true,true,true,true,true
"binance","lto_btc",true,true,true,true,true
"binance","lto_usdt",true,true,true,true,true
"binance","luna_bnb",true,true,true,true,true
"binance","luna_btc",true,true,true,true,true
"binance","luna_busd",true,true,true,true,true
"binance","luna_eur",true,true,true,true,
"binance","luna_usdt",true,true,true,true,true
"binance","mana_btc",true,true,true,true,true
"binance","mana_busd",true,true,true,true,true
"binance","mana_eth",true,true,true,true,true
"binance","mana_usdt",true,true,true,true,true
"binance","matic_bnb",true,true,true,true,true
"binance","matic_btc",true,true,true,true,true
"binance","matic_busd",true,true,true,true,true
"binance","matic_eur",true,true,true,true,true
"binance","matic_usdt",true,true,true,true,true
"binance","mbl_bnb",true,true,true,true,true
"binance","mbl_usdt",true,true,true,true,true
"binance","mda_btc",true,true,true,true,true
"binance","mdt_btc",true,true,true,true,true
"binance","mdt_usdt",true,true,true,true,true
"binance","mft_bnb",true,true,true,true,true
"binance","mft_eth",true,true,true,true,true
